App Name,API Product,Environments,API Proxy
Evolution-BiometricsWebPortal,BDO-Evolution-Product,int-prod-1,BBG-Evolution-BDO_Evolution-V1
Evolution-BiometricsWebPortal,BDO-Evolution-Product,int-prod-1,Evolution-hoststatus
Evolution-BiometricsWebPortal,BDO-Evolution-Product-PreProd,int-preprod-1,BBG-Evolution-BDO_Evolution-V1
Evolution-BiometricsWebPortal,BDO-Evolution-Product-PreProd,int-preprod-1,Evolution-hoststatus
Evolution-CLGWeb,BDO-Evolution-Product,int-prod-1,BBG-Evolution-BDO_Evolution-V1
Evolution-CLGWeb,BDO-Evolution-Product,int-prod-1,Evolution-hoststatus
Evolution-CLGWeb,BDO-Evolution-Product-PreProd,int-preprod-1,BBG-Evolution-BDO_Evolution-V1
Evolution-CLGWeb,BDO-Evolution-Product-PreProd,int-preprod-1,Evolution-hoststatus
NDBMOB,BDO-Callback-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",ApiBanking-Callback-v1
NDBMOB,BDO-Callback-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",ApiBanking-FICO-HostResponse-v1
NDBMOB,BDO-Callback-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",ApiBanking-Login-v1
NDBMOB,BDO-Callback-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",ApiBanking-UserAttributes-v1
NDBMOB,BDO-Callback-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",ApiBanking-GetUsersByCIF-v1
BDOPay-Prod,BDO-Digital-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",ApiBanking-Login-v1
BDOPay2-Swiftpass-PROD,BDOPay2-Swiftpass-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",MPQR-SP-V1
BDOPay2-Swiftpass-PROD,BDOPay2-Swiftpass-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",StatusEnquiry-SP-V1
BDOPay2-Swiftpass-PROD,BDOPay2-Swiftpass-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",VOIDTransaction-MS-V2
BDOPay2-Swiftpass-PROD,BDOPay2-Swiftpass-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",CPQRAuthorization-SP-V1
BDOPay2-Swiftpass-PROD,BDOPay2-Swiftpass-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",CCNotification-SP-V1
BDOPay2-Swiftpass-PROD,BDOPay2-Swiftpass-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",VoidAuthorization-SP-V1
BDOPay2-Swiftpass-PROD,BDOPay2-Swiftpass-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",CASANotification-SP-V1
BDOPay2-Swiftpass-PROD,BDOPay2-Swiftpass-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",QrProcessor-v4
BDOPay2-Backbase-PROD,BDOPay2-Backbase-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",CPQRVerification-BB-V1
BDOPay2-Backbase-PROD,BDOPay2-Backbase-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",TransactionStatusCPQRAndVoid-BB-V1
NDBMOB-PREPROD,BDO-Callback-PREPROD,"int-preprod-1,int-preprod-2",ApiBanking-Callback-v1
NDBMOB-PREPROD,BDO-Callback-PREPROD,"int-preprod-1,int-preprod-2",ApiBanking-FICO-HostResponse-v1
NDBMOB-PREPROD,BDO-Callback-PREPROD,"int-preprod-1,int-preprod-2",ApiBanking-Login-v1
NDBMOB-PREPROD,BDO-Callback-PREPROD,"int-preprod-1,int-preprod-2",ApiBanking-UserAttributes-v1
NDBMOB-PREPROD,BDO-Callback-PREPROD,"int-preprod-1,int-preprod-2",ApiBanking-GetUsersByCIF-v1
BDOPay-PreProd,BDO-Digital-PREPROD,"int-preprod-1,int-preprod-2",ApiBanking-Login-v1
BDOPay2-Swiftpass-PREPROD,BDOPay2-Swiftpass-PREPROD,"int-preprod-1,int-preprod-2",CCNotification-SP-V1
